"DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","COUNTY_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","OFFENSE_SUBCAT_ID","OFFENSE_NAME","OFFENSE_SUBCAT_NAME","ACTUAL_COUNT","UNFOUNDED_COUNT","CLEARED_COUNT","JUVENILE_CLEARED_COUNT","actual_count_dev","ACTUAL_COUNT_avg","state_rank","count_of_cases_per_group","count_of_cases_per_state","total_cases_per_state","offense_name_binary","log_actual_count","squared_JUVENILE_CLEARED_COUNT","log_JUVENILE_CLEARED_COUNT","sqrt_CLEARED_COUNT"
2017,"MO1050000","Stone","","County","MO","Missouri","West North Central","STONE","Midwest","8B","Non-MSA counties from 25,000 thru 99,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-100.5714286,164.5714286,37.5,68,86,7396,0,4.17438726989564,0,0,0
2017,"MT0160000","Gallatin","","County","MT","Montana","Mountain","GALLATIN","West","8B","Non-MSA counties from 25,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-100.5714286,164.5714286,3,68,14,392,1,4.17438726989564,0,0,0
2017,"TN0130000","Claiborne","","County","TN","Tennessee","East South Central","CLAIBORNE","South","8B","Non-MSA counties from 25,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-100.5714286,164.5714286,73,68,117,13689,1,4.17438726989564,0,0,8
2017,"TN0620000","Monroe","","County","TN","Tennessee","East South Central","MONROE","South","8B","Non-MSA counties from 25,000 thru 99,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,0,0,-100.5714286,164.5714286,73,68,117,13689,0,4.17438726989564,0,0,0
2017,"TN0780000","Sevier","","County","TN","Tennessee","East South Central","SEVIER","South","8B","Non-MSA counties from 25,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",768,NA,768,0,603.4285714,164.5714286,73,68,117,13689,1,6.64509096950564,0,0,27.712812921102
2017,"AZCCHPX00","Arizona Department of Public Safety","","State Police","AZ","Arizona","Mountain","NOT SPECIFIED","West","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",45,0,45,0,-39.3,84.3,40,141,42,1764,1,3.8286413964891,0,0,6.70820393249937
2017,"COCSP0000","State Patrol","","State Police","CO","Colorado","Mountain","NOT SPECIFIED","West","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",104,NA,104,0,19.7,84.3,103,141,111,12321,1,4.65396035015752,0,0,10.1980390271856
2017,"IL0849700","Illinois State Police","","State Police","IL","Illinois","East North Central","NOT SPECIFIED","Midwest","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",52,0,0,0,-32.3,84.3,75.5,141,100,10000,1,3.97029191355212,0,0,0
2017,"IL0849700","Illinois State Police","","State Police","IL","Illinois","East North Central","NOT SPECIFIED","Midwest","8D","Non-MSA counties under 10,000","HTIS","Human Trafficking","Involuntary Servitude",52,0,0,0,-32.3,84.3,75.5,141,100,10000,0,3.97029191355212,0,0,0
2017,"MI4604600","State Police:","Lenawee County","State Police","MI","Michigan","East North Central","LENAWEE","Midwest","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",45,NA,45,0,-39.3,84.3,95.5,141,115,13225,1,3.8286413964891,0,0,6.70820393249937
2017,"MI4904900","State Police:","Mackinac County","State Police","MI","Michigan","East North Central","MACKINAC","Midwest","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",45,NA,45,0,-39.3,84.3,95.5,141,115,13225,1,3.8286413964891,0,0,6.70820393249937
2017,"MN0840000","Wilkin","","County","MN","Minnesota","West North Central","WILKIN","Midwest","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",0,64,0,0,-84.3,84.3,229,141,273,74529,1,0,0,0,0
2017,"TX2450000","Willacy","","County","TX","Texas","West South Central","WILLACY","South","8D","Non-MSA counties under 10,000","HTIS","Human Trafficking","Involuntary Servitude",384,0,0,0,299.7,84.3,416,141,478,228484,0,5.95324333428778,0,0,0
2017,"VA014SP00","State Police:","Buchanan County","State Police","VA","Virginia","South Atlantic","BUCHANAN","South","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",52,NA,0,0,-32.3,84.3,75,141,89,7921,1,3.97029191355212,0,0,0
2017,"WY0190000","Sweetwater","","County","WY","Wyoming","Mountain","SWEETWATER","West","8D","Non-MSA counties under 10,000","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-20.3,84.3,14,141,18,972,1,4.17438726989564,0,0,8
2017,"KYKSP0100","State Police:","Mayfield","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTIS","Human Trafficking","Involuntary Servitude",15,NA,0,0,-5.625,20.625,77.5,36,108,11664,0,2.77258872223978,0,0,0
2017,"KYKSP0400","State Police:","Elizabethtown","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTIS","Human Trafficking","Involuntary Servitude",15,NA,0,0,-5.625,20.625,77.5,36,108,11664,0,2.77258872223978,0,0,0
2017,"KYKSP0500","State Police:","Campbellsburg","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTIS","Human Trafficking","Involuntary Servitude",15,NA,15,0,-5.625,20.625,77.5,36,108,11664,0,2.77258872223978,0,0,3.87298334620742
2017,"KYKSP1000","State Police:","Harlan","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTIS","Human Trafficking","Involuntary Servitude",30,NA,0,0,9.375,20.625,77.5,36,108,11664,0,3.43398720448515,0,0,0
2017,"KYKSP1200","State Police:","Frankfort","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTCSA","Human Trafficking","Commercial Sex Acts",30,NA,0,0,9.375,20.625,77.5,36,108,11664,1,3.43398720448515,0,0,0
2017,"KYKSP1300","State Police:","Hazard","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTIS","Human Trafficking","Involuntary Servitude",15,NA,15,0,-5.625,20.625,77.5,36,108,11664,0,2.77258872223978,0,0,3.87298334620742
2017,"KYKSP1400","State Police:","Ashland","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTCSA","Human Trafficking","Commercial Sex Acts",15,NA,0,0,-5.625,20.625,77.5,36,108,11664,1,2.77258872223978,0,0,0
2017,"KYKSP1500","State Police:","Columbia","State Police","KY","Kentucky","East South Central","NOT SPECIFIED","South","8E","Non-MSA State Police","HTCSA","Human Trafficking","Commercial Sex Acts",30,NA,30,0,9.375,20.625,77.5,36,108,11664,1,3.43398720448515,0,0,5.47722557505166
2018,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","MARICOPA","West","1A","Cities 1,000,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",2688,256,640,128,-92.44444444,2780.444444,2,77,42,1764,1,7.89692465626886,16384,4.85981240436167,25.298221281347
2018,"ILCPD0000","Chicago","","City","IL","Illinois","East North Central","COOK","Midwest","1A","Cities 1,000,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",960,0,0,0,-1820.444444,2780.444444,2,77,100,10000,1,6.86797440897029,0,0,0
2018,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","CLARK","West","1A","Cities 1,000,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",12352,0,3584,64,9571.555556,2780.444444,2,77,33,1089,1,9.42165422753681,4096,4.17438726989564,59.8665181883831
2018,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","COLLIN, DALLAS, DENTON, ROCKWALL","South","1A","Cities 1,000,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",2112,0,768,64,-668.4444444,2780.444444,9.5,77,478,228484,1,7.65586401761606,4096,4.17438726989564,27.712812921102
2018,"TXDPD0000","Dallas","","City","TX","Texas","West South Central","COLLIN, DALLAS, DENTON, ROCKWALL","South","1A","Cities 1,000,000 or over","HTIS","Human Trafficking","Involuntary Servitude",64,NA,0,0,-2716.444444,2780.444444,9.5,77,478,228484,0,4.17438726989564,0,0,0
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","FORT BEND, HARRIS, MONTGOMERY","South","1A","Cities 1,000,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",4544,0,1152,192,1763.555556,2780.444444,9.5,77,478,228484,1,8.42178300661158,36864,5.26269018890489,33.9411254969543
2018,"TXHPD0000","Houston","","City","TX","Texas","West South Central","FORT BEND, HARRIS, MONTGOMERY","South","1A","Cities 1,000,000 or over","HTIS","Human Trafficking","Involuntary Servitude",256,0,0,0,-2524.444444,2780.444444,9.5,77,478,228484,0,5.54907608489522,0,0,0
2018,"TXSPD0000","San Antonio","","City","TX","Texas","West South Central","BEXAR, MEDINA","South","1A","Cities 1,000,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",1984,512,576,64,-796.4444444,2780.444444,9.5,77,478,228484,1,7.59337419312129,4096,4.17438726989564,24
2018,"TXSPD0000","San Antonio","","City","TX","Texas","West South Central","BEXAR, MEDINA","South","1A","Cities 1,000,000 or over","HTIS","Human Trafficking","Involuntary Servitude",64,192,0,0,-2716.444444,2780.444444,9.5,77,478,228484,0,4.17438726989564,0,0,0
2018,"CT0002700","Clinton","","City","CT","Connecticut","New England","MIDDLESEX","Northeast","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",124,NA,0,0,34.65116279,89.34883721,37,319,46,2116,0,4.8283137373023,0,0,0
2018,"CT0007200","Ledyard","","City","CT","Connecticut","New England","NEW LONDON","Northeast","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",8,NA,0,0,-81.34883721,89.34883721,37,319,46,2116,1,2.19722457733622,0,0,0
2018,"CT0010100","North Haven","","City","CT","Connecticut","New England","NEW HAVEN","Northeast","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,37,319,46,2116,1,4.17438726989564,0,0,0
2018,"FL0050200","Cocoa","","City","FL","Florida","South Atlantic","BREVARD","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",0,192,0,0,-89.34883721,89.34883721,153,319,166,27556,1,0,0,0,0
2018,"GA0670900","Suwanee","","City","GA","Georgia","South Atlantic","GWINNETT","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",33,NA,0,0,-56.34883721,89.34883721,108,319,137,18769,1,3.52636052461616,0,0,0
2018,"IL0161A00","Sauk Village","","City","IL","Illinois","East North Central","COOK","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-25.34883721,89.34883721,73,319,100,10000,1,4.17438726989564,0,0,0
2018,"IL0161A00","Sauk Village","","City","IL","Illinois","East North Central","COOK","Midwest","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-25.34883721,89.34883721,73,319,100,10000,0,4.17438726989564,0,0,0
2018,"IL0320400","Morris","","City","IL","Illinois","East North Central","GRUNDY","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-25.34883721,89.34883721,73,319,100,10000,1,4.17438726989564,0,0,0
2018,"KY0590300","Erlanger","","City","KY","Kentucky","East South Central","KENTON","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",640,NA,0,0,550.6511628,89.34883721,48,319,108,11664,1,6.46302945692067,0,0,0
2018,"KY0730100","Paducah","","City","KY","Kentucky","East South Central","MCCRACKEN","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-25.34883721,89.34883721,48,319,108,11664,1,4.17438726989564,0,0,8
2018,"KY1000100","Somerset","","City","KY","Kentucky","East South Central","PULASKI","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,48,319,108,11664,1,4.17438726989564,0,0,0
2018,"LA0100300","Sulphur","","City","LA","Louisiana","West South Central","CALCASIEU","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",448,0,384,0,358.6511628,89.34883721,36,319,40,1600,1,6.10702288774225,0,0,19.5959179422654
2018,"MA0010500","Dennis","","City","MA","Massachusetts","New England","BARNSTABLE","Northeast","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",186,NA,186,0,96.65116279,89.34883721,74.5,319,113,12769,1,5.23110861685459,0,0,13.6381816969859
2018,"MA0030700","Fairhaven","","City","MA","Massachusetts","New England","BRISTOL","Northeast","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,0,0,-25.34883721,89.34883721,74.5,319,113,12769,0,4.17438726989564,0,0,0
2018,"MA0031600","Seekonk","","City","MA","Massachusetts","New England","BRISTOL","Northeast","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,64,0,-25.34883721,89.34883721,74.5,319,113,12769,0,4.17438726989564,0,0,8
2018,"MA0061000","Greenfield","","City","MA","Massachusetts","New England","FRANKLIN","Northeast","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,74.5,319,113,12769,1,4.17438726989564,0,0,0
2018,"MA0071500","Palmer","","City","MA","Massachusetts","New England","HAMPDEN","Northeast","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,0,0,-25.34883721,89.34883721,74.5,319,113,12769,0,4.17438726989564,0,0,0
2018,"MA0140300","Auburn","","City","MA","Massachusetts","New England","WORCESTER","Northeast","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,74.5,319,113,12769,1,4.17438726989564,0,0,0
2018,"ME0160400","Saco","","City","ME","Maine","New England","YORK","Northeast","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,64,0,-25.34883721,89.34883721,6,319,11,121,0,4.17438726989564,0,0,8
2018,"MI4620200","Adrian","","City","MI","Michigan","East North Central","LENAWEE","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,91.5,319,115,13225,1,4.17438726989564,0,0,0
2018,"MI8247100","Highland Park","","City","MI","Michigan","East North Central","WAYNE","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,91.5,319,115,13225,1,4.17438726989564,0,0,0
2018,"MN0080100","New Ulm","","City","MN","Minnesota","West North Central","BROWN","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-25.34883721,89.34883721,216.5,319,273,74529,1,4.17438726989564,0,0,8
2018,"MN0240100","Albert Lea","","City","MN","Minnesota","West North Central","FREEBORN","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-25.34883721,89.34883721,216.5,319,273,74529,1,4.17438726989564,0,0,8
2018,"MN0310300","Grand Rapids","","City","MN","Minnesota","West North Central","ITASCA","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-25.34883721,89.34883721,216.5,319,273,74529,1,4.17438726989564,0,0,0
2018,"MN0420100","Marshall","","City","MN","Minnesota","West North Central","LYON","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,192,0,102.6511628,89.34883721,216.5,319,273,74529,1,5.26269018890489,0,0,13.856406460551
2018,"MN0500100","Austin","","City","MN","Minnesota","West North Central","MOWER","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-25.34883721,89.34883721,216.5,319,273,74529,1,4.17438726989564,0,0,8
2018,"MN0530100","Worthington","","City","MN","Minnesota","West North Central","NOBLES","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-25.34883721,89.34883721,216.5,319,273,74529,1,4.17438726989564,0,0,8
2018,"MO0956500","St. Ann","","City","MO","Missouri","West North Central","ST LOUIS","Midwest","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-25.34883721,89.34883721,65,319,86,7396,0,4.17438726989564,0,0,0
2018,"NJ0143600","Roxbury Township","","City","NJ","New Jersey","Middle Atlantic","MORRIS","Northeast","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",62,0,62,0,-27.34883721,89.34883721,7,319,14,392,0,4.14313472639153,0,0,7.87400787401181
2018,"OH0410300","Steubenville","","City","OH","Ohio","East North Central","JEFFERSON","Midwest","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",0,128,0,0,-89.34883721,89.34883721,25,319,36,2592,0,0,0,0,0
2018,"OK0090100","El Reno","","City","OK","Oklahoma","West South Central","CANADIAN","South","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-25.34883721,89.34883721,34,319,38,1444,0,4.17438726989564,0,0,0
2018,"RI0040100","Central Falls","","City","RI","Rhode Island","New England","PROVIDENCE","Northeast","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,23,319,31,1922,1,4.17438726989564,0,0,0
2018,"SD0170100","Mitchell","","City","SD","South Dakota","West North Central","DAVISON","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-25.34883721,89.34883721,7,319,9,243,1,4.17438726989564,0,0,8
2018,"TN0020100","Shelbyville","","City","TN","Tennessee","East South Central","BEDFORD","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-25.34883721,89.34883721,98,319,117,13689,1,4.17438726989564,0,0,8
2018,"TX0570100","Addison","","City","TX","Texas","West South Central","DALLAS","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",50,0,50,0,-39.34883721,89.34883721,400.5,319,478,228484,1,3.93182563272433,0,0,7.07106781186548
2018,"TX0820100","Pearsall","","City","TX","Texas","West South Central","FRIO","South","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,64,0,-25.34883721,89.34883721,400.5,319,478,228484,0,4.17438726989564,0,0,8
2018,"TX1110100","Granbury","","City","TX","Texas","West South Central","HOOD","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",48,0,48,0,-41.34883721,89.34883721,400.5,319,478,228484,1,3.89182029811063,0,0,6.92820323027551
2018,"TX1110100","Granbury","","City","TX","Texas","West South Central","HOOD","South","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",48,0,48,0,-41.34883721,89.34883721,400.5,319,478,228484,0,3.89182029811063,0,0,6.92820323027551
2018,"TX1290100","Forney","","City","TX","Texas","West South Central","KAUFMAN","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",40,NA,40,0,-49.34883721,89.34883721,400.5,319,478,228484,1,3.71357206670431,0,0,6.32455532033676
2018,"TX1770300","Sweetwater","","City","TX","Texas","West South Central","NOLAN","South","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-25.34883721,89.34883721,400.5,319,478,228484,1,4.17438726989564,0,0,0
2018,"VT0110200","Rutland","","City","VT","Vermont","New England","RUTLAND","Northeast","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,NA,128,0,102.6511628,89.34883721,8,319,12,288,1,5.26269018890489,0,0,11.3137084989848
2018,"WA0320100","Cheney","","City","WA","Washington","Pacific","SPOKANE","West","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-25.34883721,89.34883721,82,319,90,8100,1,4.17438726989564,0,0,8
2018,"WI0050800","Ashwaubenon","","City","WI","Wisconsin","East North Central","BROWN","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",43,NA,0,0,-46.34883721,89.34883721,90,319,144,20736,1,3.78418963391826,0,0,0
2018,"AR0600200","Little Rock","","City","AR","Arkansas","West South Central","PULASKI","South","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,0,0,-132.0714286,196.0714286,3,378,18,972,0,4.17438726989564,0,0,0
2018,"AZ0072100","Peoria","","City","AZ","Arizona","Mountain","MARICOPA","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,0,64,0,-68.07142857,196.0714286,24,378,42,1764,1,4.85981240436167,0,0,8
2018,"CO0010400","Thornton","","City","CO","Colorado","Mountain","ADAMS","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,NA,128,0,-68.07142857,196.0714286,58,378,111,12321,1,4.85981240436167,0,0,11.3137084989848
2018,"CO0300100","Arvada","","City","CO","Colorado","Mountain","ADAMS, JEFFERSON","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-132.0714286,196.0714286,58,378,111,12321,1,4.17438726989564,0,0,8
2018,"CO0350300","Fort Collins","","City","CO","Colorado","Mountain","LARIMER","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-132.0714286,196.0714286,58,378,111,12321,1,4.17438726989564,0,0,8
2018,"CO0510100","Pueblo","","City","CO","Colorado","Mountain","PUEBLO","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-132.0714286,196.0714286,58,378,111,12321,1,4.17438726989564,0,0,0
2018,"CO0620200","Greeley","","City","CO","Colorado","Mountain","WELD","West","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,0,0,-132.0714286,196.0714286,58,378,111,12321,0,4.17438726989564,0,0,0
2018,"CT0009300","New Haven","","City","CT","Connecticut","New England","NEW HAVEN","Northeast","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,NA,64,0,-68.07142857,196.0714286,8.5,378,46,2116,1,4.85981240436167,0,0,8
2018,"CT0015100","Waterbury","","City","CT","Connecticut","New England","NEW HAVEN","Northeast","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-132.0714286,196.0714286,8.5,378,46,2116,1,4.17438726989564,0,0,0
2018,"FL0051200","Palm Bay","","City","FL","Florida","South Atlantic","BREVARD","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",0,128,0,0,-196.0714286,196.0714286,83,378,166,27556,1,0,0,0,0
2018,"FL0051200","Palm Bay","","City","FL","Florida","South Atlantic","BREVARD","South","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,64,0,-132.0714286,196.0714286,83,378,166,27556,0,4.17438726989564,0,0,8
2018,"FL0130400","Hialeah","","City","FL","Florida","South Atlantic","MIAMI-DADE","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-132.0714286,196.0714286,83,378,166,27556,1,4.17438726989564,0,0,8
2018,"FL0370300","Tallahassee","","City","FL","Florida","South Atlantic","LEON","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",256,0,256,0,59.92857143,196.0714286,83,378,166,27556,1,5.54907608489522,0,0,16
2018,"FL0500800","West Palm Beach","","City","FL","Florida","South Atlantic","PALM BEACH","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",576,0,192,0,379.9285714,196.0714286,83,378,166,27556,1,6.3578422665081,0,0,13.856406460551
2018,"FL0520300","Clearwater","","City","FL","Florida","South Atlantic","PINELLAS","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",0,768,0,0,-196.0714286,196.0714286,83,378,166,27556,1,0,0,0,0
2018,"FL0520300","Clearwater","","City","FL","Florida","South Atlantic","PINELLAS","South","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",0,128,0,0,-196.0714286,196.0714286,83,378,166,27556,0,0,0,0,0
2018,"GA0290100","Athens-Clarke County","","City","GA","Georgia","South Atlantic","CLARKE","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-132.0714286,196.0714286,40,378,137,18769,1,4.17438726989564,0,0,0
2018,"IL0450600","Elgin","","City","IL","Illinois","East North Central","COOK, KANE","Midwest","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-132.0714286,196.0714286,28,378,100,10000,0,4.17438726989564,0,0,0
2018,"LA0090100","Shreveport","","City","LA","Louisiana","West South Central","BOSSIER, CADDO","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-132.0714286,196.0714286,19.5,378,40,1600,1,4.17438726989564,0,0,0
2018,"LA0170200","Baton Rouge","","City","LA","Louisiana","West South Central","EAST BATON ROUGE","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,0,0,0,-68.07142857,196.0714286,19.5,378,40,1600,1,4.85981240436167,0,0,0
2018,"MA0091100","Cambridge","","City","MA","Massachusetts","New England","MIDDLESEX","Northeast","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",64,NA,0,0,-132.0714286,196.0714286,20,378,113,12769,0,4.17438726989564,0,0,0
2018,"MA0146000","Worcester","","City","MA","Massachusetts","New England","WORCESTER","Northeast","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",832,NA,0,0,635.9285714,196.0714286,20,378,113,12769,1,6.72503364216684,0,0,0
2018,"MA0146000","Worcester","","City","MA","Massachusetts","New England","WORCESTER","Northeast","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",128,NA,64,0,-68.07142857,196.0714286,20,378,113,12769,0,4.85981240436167,0,0,8
2018,"MI3351900","Lansing","","City","MI","Michigan","East North Central","EATON, INGHAM","Midwest","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,0,0,-132.0714286,196.0714286,22,378,115,13225,1,4.17438726989564,0,0,0
2018,"MI5080600","Warren","","City","MI","Michigan","East North Central","MACOMB","Midwest","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-132.0714286,196.0714286,22,378,115,13225,1,4.17438726989564,0,0,8
2018,"MI8121800","Ann Arbor","","City","MI","Michigan","East North Central","WASHTENAW","Midwest","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,NA,64,0,-132.0714286,196.0714286,22,378,115,13225,1,4.17438726989564,0,0,8
